id,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
24959196,Entire home/apt,4,1,1,2,$135.00 ,2,10,2,2,10,10,2,10,,t,17,31,56,203,2020-10-25,121,29,3,2018-07-04,2020-10-05,96,10,10,10,10,10,10,STR-OPLI-20-000137,f,1,1,0,0,4.3
24959313,Private room,2,1.5,1,1,$40.00 ,3,28,3,3,1125,1125,3,1125,,t,0,0,0,207,2020-10-25,74,12,0,2018-05-14,2020-08-01,96,10,9,10,10,10,10,STR-OPLI-19-000353,t,8,0,8,0,2.48
24968615,Entire home/apt,5,1,2,4,$75.00 ,30,1125,30,30,1125,1125,30,1125,,t,29,59,89,179,2020-10-25,10,0,0,2018-06-17,2019-08-11,88,10,9,10,10,10,9,,f,4,4,0,0,0.35
24996483,Private room,2,3.5,1,1,$79.00 ,1,30,1,1,1125,1125,1,1125,,t,0,23,53,327,2020-10-25,68,0,0,2018-05-27,2019-08-30,96,10,10,10,10,10,9,STR-OPLI-19-000047,t,6,0,6,0,2.31
25047285,Entire home/apt,4,1,1,2,$129.00 ,2,1125,2,2,1125,1125,2,1125,,t,9,26,33,123,2020-10-25,79,17,2,2018-06-05,2020-10-11,99,10,10,10,10,10,10,STR-OPLI-19-002539,t,1,1,0,0,2.71
25053046,Entire home/apt,4,1.5,2,2,$199.00 ,30,150,30,30,150,150,30,150,,t,1,1,20,88,2020-10-25,8,1,0,2018-06-10,2020-07-31,100,10,10,10,10,10,9,STR-OPLI-19-002145,f,1,1,0,0,0.28
25083383,Shared room,1,1,1,1,$80.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,89,89,2020-10-25,0,0,0,,,,,,,,,,,t,1,0,0,1,
25087100,Entire home/apt,6,1,2,2,$109.00 ,2,90,2,2,1125,1125,2,1125,,t,0,0,0,0,2020-10-25,92,30,3,2018-05-20,2020-10-19,99,10,10,10,10,10,10,STR-OPLI-19-003247,t,1,1,0,0,3.1
25087255,Entire home/apt,4,1,2,2,$90.00 ,90,1125,90,90,1125,1125,90,1125,,t,30,60,90,90,2020-10-25,0,0,0,,,,,,,,,,,t,1,1,0,0,
25103032,Entire home/apt,4,1,3,2,$150.00 ,30,30,30,30,30,30,30,30,,t,28,58,88,363,2020-10-25,5,0,0,2018-06-17,2019-07-27,96,10,9,10,10,10,10,,t,1,1,0,0,0.17
25110702,Entire home/apt,12,3,5,9,$589.00 ,29,1124,29,29,1125,1125,29,1125,,t,0,23,53,233,2020-10-25,20,2,0,2018-06-17,2020-01-11,99,10,10,10,10,10,10,STR-OPLI-19-001606,f,2,2,0,0,0.7
25137610,Entire home/apt,2,1,1,1,$76.00 ,1,15,1,2,15,15,1,15,,t,0,0,0,81,2020-10-25,171,28,0,2018-06-18,2020-03-01,100,10,10,10,10,10,10,STR-OPLI-19-002309,t,1,1,0,0,5.96
25204844,Entire home/apt,4,1,1,1,$83.00 ,2,11,2,2,1125,1125,2,1125,,t,3,15,31,55,2020-10-25,221,63,4,2018-05-21,2020-10-21,99,10,10,10,10,10,10,STR-OPLI-19-000721,f,1,1,0,0,7.46
25205332,Private room,2,1,1,1,$60.00 ,30,90,30,30,1125,1125,30,1125,,t,30,60,90,90,2020-10-25,15,0,0,2018-06-11,2019-08-15,91,9,9,10,9,10,9,,t,2,0,2,0,0.52
25205611,Private room,2,1,1,1,$65.00 ,30,90,30,30,1125,1125,30,1125,,t,29,59,89,364,2020-10-25,8,0,0,2018-07-17,2019-08-06,95,10,9,10,10,10,10,,t,2,0,2,0,0.29
25213896,Entire home/apt,4,1,2,2,$145.00 ,2,200,2,2,200,200,2,200,,t,17,18,39,218,2020-10-25,32,8,1,2019-03-18,2020-10-22,100,10,10,10,10,10,10,STR-OPLI-19-002482,f,1,1,0,0,1.63
25231650,Entire home/apt,3,1,1,0,$79.00 ,30,150,30,30,1125,1125,30,1125,,t,0,18,48,323,2020-10-25,57,8,0,2018-06-08,2020-06-23,100,10,10,10,10,10,10,STR-OPLI-19-001137,f,1,1,0,0,1.96
25236385,Entire home/apt,8,3.5,3,4,$395.00 ,2,10,2,2,10,10,2,10,,t,28,58,58,58,2020-10-25,5,0,0,2018-06-24,2019-09-02,100,10,10,10,10,10,10,STR-OPLI-19-002031,f,1,1,0,0,0.18
25237271,Entire home/apt,2,1,,1,$80.00 ,2,5,2,2,5,5,2,5,,t,0,0,0,80,2020-10-25,39,0,0,2018-06-04,2019-09-14,98,10,10,10,10,10,10,STR-OPLI-19-002715,f,1,1,0,0,1.34
25237275,Entire home/apt,10,3,4,5,$450.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,73,2020-10-25,1,0,0,2018-07-29,2018-07-29,100,10,10,8,10,10,10,,f,1,1,0,0,0.04
25261563,Entire home/apt,14,3,5,5,$250.00 ,1,1124,1,3,1125,1125,1.5,1125,,t,9,28,50,87,2020-10-25,101,36,5,2018-05-28,2020-10-18,99,10,10,10,10,10,9,19-000904,f,3,3,0,0,3.44
25261732,Entire home/apt,2,1,,1,$70.00 ,2,30,1,2,1125,1125,1.4,1125,,t,23,53,83,83,2020-10-25,64,13,1,2018-08-04,2020-09-28,97,10,10,10,10,9,9,STR-OPLI-19-001429,f,1,1,0,0,2.36
25265293,Entire home/apt,6,1,1,3,$104.00 ,1,30,1,2,1125,1125,1,1125,,t,16,32,51,140,2020-10-25,195,62,5,2018-05-27,2020-10-09,99,10,9,10,10,10,10,STR-OPLI-19-002996,t,3,3,0,0,6.63
25296669,Entire home/apt,4,1,1,1,$95.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,90,365,2020-10-25,43,1,0,2018-05-29,2019-11-10,97,10,10,10,10,10,10,,f,1,1,0,0,1.46
25297444,Entire home/apt,4,1,1,1,$130.00 ,2,14,2,2,14,14,2,14,,t,0,24,54,54,2020-10-25,17,5,2,2019-02-24,2020-10-11,98,10,10,10,10,10,10,str-opli-19-003148,t,1,1,0,0,0.84
25315225,Private room,2,1,1,1,$50.00 ,30,365,30,30,365,365,30,365,,t,27,57,87,362,2020-10-25,24,0,0,2018-06-02,2019-09-14,82,8,9,9,9,8,8,,f,3,0,3,0,0.82
25316979,Entire home/apt,2,1,1,1,$131.00 ,2,1125,2,5,1125,1125,2.1,1125,,t,15,41,66,156,2020-10-25,19,11,4,2018-09-04,2020-10-23,100,10,10,10,10,10,10,STR-OPLI-19-002226,f,1,1,0,0,0.73
25320101,Entire home/apt,4,1,1,2,$126.00 ,3,1124,3,3,1125,1125,3,1125,,t,24,54,84,174,2020-10-25,84,12,0,2018-06-11,2020-09-22,97,10,10,10,10,10,9,STR-OPLI-19-001159,f,1,1,0,0,2.9
25328220,Entire home/apt,6,1,2,3,$229.00 ,5,365,5,5,1125,1125,5,1125,,t,2,9,27,117,2020-10-25,38,5,1,2018-06-01,2020-09-30,99,10,10,10,10,10,10,STR-OPLI-19-000428,t,1,1,0,0,1.3
25338089,Entire home/apt,4,1,1,2,$89.00 ,1,1125,1,2,1125,1125,1,1125,,t,6,14,35,175,2020-10-25,94,16,2,2018-06-28,2020-10-16,96,10,10,10,10,10,9,STR-OPLI-19-003145,t,1,1,0,0,3.31
25353735,Entire home/apt,4,1,2,2,$104.00 ,1,1000,1,2,1000,1000,1.2,1000,,t,28,58,85,85,2020-10-25,189,42,9,2018-05-28,2020-10-20,98,10,10,10,10,10,10,STR-OPLI-19-003270,t,1,1,0,0,6.43
25356713,Private room,2,3,1,1,$79.00 ,30,90,30,30,1125,1125,30,1125,,t,30,60,90,364,2020-10-25,65,9,0,2018-06-07,2020-06-19,97,10,10,10,10,10,10,STR-OPLI-19-001249,t,6,0,6,0,2.24
25371191,Entire home/apt,4,2,2,2,$173.00 ,2,28,2,2,28,28,2,28,,t,9,28,54,329,2020-10-25,18,12,0,2019-02-04,2020-09-13,100,10,10,10,10,10,10,STR-OPLI-19-001046,f,1,1,0,0,0.86
25372987,Entire home/apt,5,1,1,1,$83.00 ,3,1125,3,3,1125,1125,3,1125,,t,10,36,57,236,2020-10-25,98,27,0,2018-06-13,2020-08-13,98,10,10,10,10,10,10,STR-OPLI-19-002957,t,1,1,0,0,3.39
25377648,Entire home/apt,10,2.5,4,6,$307.00 ,5,58,4,4,1125,1125,4,1125,,t,9,32,52,53,2020-10-25,64,10,1,2018-08-05,2020-10-10,99,10,10,10,10,10,10,STR-OPLI-19-002027,f,1,1,0,0,2.36
25381145,Entire home/apt,4,1,1,4,$110.00 ,2,30,2,2,30,30,2,30,,t,2,2,15,15,2020-10-25,55,16,2,2018-08-12,2020-10-15,100,10,10,10,10,10,10,STR-OPLI-19-001420,t,1,1,0,0,2.05
25394602,Entire home/apt,2,1,1,1,$86.00 ,2,14,2,2,14,14,2,14,,t,0,0,22,112,2020-10-25,132,30,0,2018-06-25,2020-03-08,100,10,10,10,10,10,10,STR-OPLI-19-001470,t,1,1,0,0,4.64
25427908,Entire home/apt,6,2,2,3,$176.00 ,2,1125,2,2,1125,1125,2,1125,,t,17,42,63,131,2020-10-25,61,16,2,2018-06-24,2020-10-01,97,10,9,10,10,10,9,STR-OPLI-19-002694,f,1,1,0,0,2.14
25428030,Private room,3,1,1,1,$55.00 ,30,90,30,30,90,90,30,90,,t,29,59,89,364,2020-10-25,3,0,0,2018-09-03,2019-04-05,93,10,9,9,10,9,10,,f,1,0,1,0,0.11
25430088,Entire home/apt,4,1,1,2,$99.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,0,0,146,2020-10-25,22,0,0,2018-07-16,2019-09-24,89,10,10,10,10,10,9,str-opli-19-002645,t,1,1,0,0,0.79
25444751,Entire home/apt,4,1,1,2,$78.00 ,2,45,2,2,45,45,2,45,,t,15,43,72,72,2020-10-25,116,34,1,2018-06-22,2020-10-01,98,10,10,10,10,10,10,STR-OPLI-19-001935,t,10,10,0,0,4.06
25450282,Entire home/apt,6,2.5,3,3,$700.00 ,2,1124,2,2,1124,1124,2,1124,,t,0,0,22,297,2020-10-25,7,0,0,2018-07-22,2019-07-14,100,10,10,10,10,10,10,STR-OPLI-19-002803,t,2,1,1,0,0.25
25457326,Private room,2,1,1,1,$91.00 ,2,28,2,2,28,28,2,28,,t,0,0,0,81,2020-10-25,50,2,0,2018-06-18,2019-11-11,100,10,10,10,10,10,10,STR-OPLI-19-002716,f,1,0,1,0,1.74
25458599,Entire home/apt,10,2.5,3,6,$475.00 ,1,365,1,4,365,365,1.4,365,,t,26,56,86,176,2020-10-25,34,5,0,2018-06-16,2020-02-16,99,10,10,10,10,10,10,STR-OPLI-19-003069,t,21,21,0,0,1.18
25475301,Private room,2,1,1,1,$40.00 ,5,1125,5,5,1125,1125,5,1125,,t,8,10,10,10,2020-10-25,44,6,0,2018-06-18,2019-12-31,93,10,10,10,10,10,10,STR-OPLI-19-002160,t,3,0,3,0,1.53
25479165,Entire home/apt,4,1,2,1,$105.00 ,4,1125,4,4,1125,1125,4,1125,,t,0,22,28,28,2020-10-25,87,10,1,2018-06-02,2020-10-04,98,10,10,10,10,10,10,STR-OPLI-19-003090,f,1,1,0,0,2.98
25490529,Entire home/apt,3,1,1,1,$125.00 ,2,30,2,2,1125,1125,2,1125,,t,17,41,71,251,2020-10-25,70,16,3,2018-07-04,2020-10-11,100,10,10,10,10,10,10,STR-OPLI-19-002451,f,1,1,0,0,2.49
25492380,Private room,2,1,1,1,$60.00 ,30,45,30,30,45,45,30,45,,t,28,58,88,268,2020-10-25,52,0,0,2018-06-29,2019-10-22,100,10,10,10,10,10,10,STR-OPLI-19-840203,f,1,0,1,0,1.84
25493481,Entire home/apt,10,1,2,5,$158.00 ,1,365,1,3,365,365,1.7,365,,t,0,11,28,303,2020-10-25,29,2,0,2018-06-12,2020-09-18,93,9,9,9,9,9,9,STR-OPLI-19-003390,t,18,18,0,0,1
25510353,Entire home/apt,5,1,2,2,$129.00 ,2,1125,2,2,1125,1125,2,1125,,t,19,40,66,341,2020-10-25,65,14,0,2018-07-27,2020-09-21,92,10,10,9,9,10,9,STR-OPLI-19-003424,t,2,2,0,0,2.37
25521162,Entire home/apt,9,3,3,4,$142.00 ,1,365,1,2,365,365,1,365,,t,9,25,32,273,2020-10-25,158,64,5,2018-06-24,2020-10-13,96,10,9,9,10,10,10,STR-OPLI-19-000955,f,1,1,0,0,5.54
25522021,Entire home/apt,4,1,2,2,$160.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,0,0,244,2020-10-25,68,11,0,2018-07-10,2020-09-19,95,10,10,10,10,10,9,STR-OPLI-20-000163,f,2,2,0,0,2.43
25522851,Entire home/apt,2,1,1,1,$90.00 ,3,21,3,3,21,21,3,21,,t,0,0,6,6,2020-10-25,58,5,0,2018-08-06,2020-03-05,99,10,10,10,10,10,10,STR-OPLI-19-000398,t,1,1,0,0,2.14
25538577,Entire home/apt,5,2,3,3,$190.00 ,2,60,2,2,1125,1125,2,1125,,t,13,35,58,58,2020-10-25,122,34,2,2018-06-29,2020-10-06,99,10,10,10,10,10,10,STR-OPLI-19-002795,t,1,1,0,0,4.31
25551802,Entire home/apt,2,1,1,2,$160.00 ,2,10,2,2,10,10,2,10,,t,16,46,74,346,2020-10-25,87,23,3,2018-07-22,2020-10-19,99,10,10,10,10,10,10,STR-OPLI-19-001748,f,3,3,0,0,3.16
25582819,Entire home/apt,16,4.5,7,14,$862.00 ,1,365,1,4,365,365,1.4,365,,t,0,0,0,4,2020-10-25,47,11,0,2018-07-25,2020-02-15,96,10,10,10,10,10,10,STR-OPLI-19-002890,t,21,21,0,0,1.71
25583974,Entire home/apt,9,3.5,3,5,$450.00 ,1,365,1,4,365,365,1.4,365,,t,0,0,0,54,2020-10-25,31,3,0,2018-07-31,2020-02-27,94,10,9,10,10,10,9,STR-OPLI-19-002940,t,21,21,0,0,1.14
25585275,Entire home/apt,2,1,,1,$76.00 ,3,90,3,3,1125,1125,3,1125,,t,12,31,61,151,2020-10-25,79,31,4,2018-06-16,2020-10-14,98,10,10,10,10,10,10,STR-OPLI-20-001033,f,1,1,0,0,2.75
25618985,Entire home/apt,3,1,1,2,$95.00 ,3,1125,3,3,1125,1125,3,1125,,t,15,15,40,130,2020-10-25,68,11,2,2018-07-15,2020-10-20,97,10,10,10,10,10,10,STR-OPLI-20-000206,f,1,1,0,0,2.45
25641750,Entire home/apt,6,1,1,3,$100.00 ,30,365,30,30,365,365,30,365,,t,0,0,0,193,2020-10-25,15,3,1,2018-07-23,2020-10-13,85,9,10,9,8,10,8,,t,18,18,0,0,0.54
25664899,Entire home/apt,2,1,,1,$81.00 ,30,92,30,30,92,92,30,92,,t,7,37,67,156,2020-10-25,69,15,0,2018-06-16,2020-06-27,90,10,9,9,10,10,9,STR-OPLI-19-001939,f,9,9,0,0,2.4
25690435,Entire home/apt,6,2.5,3,4,$203.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,0,0,0,2020-10-25,85,48,5,2018-06-12,2020-10-18,98,10,10,10,10,10,10,STR-OPLI-19-002038,t,1,1,0,0,2.94
25725786,Entire home/apt,6,2.5,3,3,$249.00 ,4,29,4,4,1125,1125,4,1125,,t,0,28,58,333,2020-10-25,26,6,0,2018-08-13,2020-09-20,100,10,10,10,10,10,10,STR-OPLI-19-002480,f,1,1,0,0,0.97
25736941,Entire home/apt,4,2,2,2,$93.00 ,5,22,5,5,1125,1125,5,1125,,t,10,32,62,278,2020-10-25,70,19,1,2018-06-17,2020-10-09,99,10,10,10,10,10,10,STR-OPLI-19-001450,t,1,1,0,0,2.44
25754867,Entire home/apt,4,1,1,2,$144.00 ,2,60,2,2,1125,1125,2,1125,,t,23,48,78,353,2020-10-25,58,9,3,2018-06-17,2020-10-18,100,10,10,10,10,10,10,STR-OPLI-19-000757,t,1,1,0,0,2.02
25770686,Private room,2,1,1,1,$49.00 ,1,30,1,1,1125,1125,1,1125,,t,0,0,23,23,2020-10-25,171,26,0,2018-06-14,2020-03-08,97,10,10,10,10,10,10,STR-OPLI-19-001084,t,2,0,2,0,5.93
25780737,Private room,2,3.5,1,2,$99.00 ,30,30,30,30,1125,1125,30,1125,,t,0,0,0,265,2020-10-25,85,5,0,2018-06-10,2020-05-25,95,10,10,10,10,10,10,STR-OPLI-19-001249,t,6,0,6,0,2.93
25781184,Entire home/apt,5,1,2,2,$120.00 ,1,1125,1,2,1125,1125,1,1125,,t,9,37,46,207,2020-10-25,119,10,0,2018-06-21,2020-03-17,98,10,10,10,10,10,10,STR-OPLI-19-003071,t,1,1,0,0,4.16
25781596,Entire home/apt,4,1,2,2,$70.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,23,53,53,2020-10-25,74,15,0,2018-06-15,2020-05-31,93,10,9,10,10,9,9,STR-OPLI-19-003086,t,2,1,1,0,2.57
25784710,Private room,2,1,1,1,$40.00 ,30,32,30,30,1125,1125,30,1125,,t,0,23,53,53,2020-10-25,1,0,0,2018-10-01,2018-10-01,100,10,10,10,10,10,10,,t,2,1,1,0,0.04
25788891,Entire home/apt,2,1,,1,$105.00 ,30,1125,2,30,1125,1125,13.8,1125,,t,6,36,66,316,2020-10-25,6,2,0,2018-06-27,2020-09-11,83,9,9,8,9,10,9,Exempt,t,123,123,0,0,0.21
25790330,Entire home/apt,2,1,1,1,$110.00 ,30,1125,2,30,1125,1125,13.8,1125,,t,30,60,90,340,2020-10-25,2,0,0,2018-06-14,2019-03-22,90,10,10,10,10,10,10,Exempt,t,123,123,0,0,0.07
25808416,Entire home/apt,4,2,2,2,$750.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,90,179,2020-10-25,0,0,0,,,,,,,,,,,t,2,1,1,0,
25836070,Entire home/apt,2,1,,1,$175.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,102,2020-10-25,84,0,0,2018-08-01,2019-08-26,97,10,10,10,10,10,9,,f,1,1,0,0,3.08
25866615,Entire home/apt,4,1,1,3,$100.00 ,1,1125,1,2,1125,1125,1,1125,,t,0,0,0,97,2020-10-25,69,9,0,2018-06-17,2020-03-07,90,9,9,10,9,10,9,STR-OPLI-19-002827,t,4,4,0,0,2.4
25870982,Entire home/apt,4,1,1,3,$69.00 ,1,365,1,7,365,365,2.8,365,,t,28,58,88,125,2020-10-25,205,62,6,2018-06-21,2020-10-22,95,10,9,10,10,10,9,19-000940,f,13,13,0,0,7.17
25872260,Entire home/apt,12,2,4,6,$212.00 ,2,1124,2,2,1125,1125,2,1125,,t,20,50,80,170,2020-10-25,73,9,0,2018-06-20,2020-07-06,89,9,9,10,10,10,9,STR-OPLI-19-001719,t,1,1,0,0,2.55
25885124,Entire home/apt,2,1,,1,$75.00 ,1,29,1,2,1125,1125,1,1125,,t,0,0,0,226,2020-10-25,42,16,0,2019-05-06,2020-03-22,100,10,10,10,10,10,10,STR-OPLI-19-002871,f,1,1,0,0,2.34
25894869,Entire home/apt,3,1,1,1,$91.00 ,3,7,3,3,7,7,3,7,,t,24,54,83,83,2020-10-25,72,16,0,2018-06-19,2020-09-09,99,10,10,10,10,10,10,STR-OPLI-19-002565,f,1,1,0,0,2.51
25896751,Private room,1,1,1,1,$86.00 ,30,30,30,30,30,30,30,30,,t,0,0,0,0,2020-10-25,10,0,0,2018-07-08,2019-01-02,98,10,10,10,10,10,10,str-opli-19-002962,t,3,0,3,0,0.36
25908175,Entire home/apt,4,1,,2,$65.00 ,1,1125,1,7,1125,1125,3.1,1125,,t,26,56,86,182,2020-10-25,188,39,3,2018-06-14,2020-10-19,96,10,10,10,10,10,10,19-000940,f,13,13,0,0,6.52
25911520,Entire home/apt,4,1,2,2,$89.00 ,30,30,30,30,30,30,30,30,,t,0,0,6,281,2020-10-25,66,0,0,2018-06-18,2019-10-22,89,9,8,10,10,10,9,,t,1,1,0,0,2.3
25918552,Entire home/apt,1,1,1,1,$41.00 ,30,1120,30,30,1120,1120,30,1120,,t,0,3,33,123,2020-10-25,97,25,0,2018-08-15,2020-03-19,99,10,10,10,10,10,10,STR-UNAM-20-000839,f,1,1,0,0,3.62
25943915,Entire home/apt,8,2.5,3,5,$165.00 ,3,90,1,3,90,90,1.6,90,,t,3,3,22,119,2020-10-25,62,30,6,2018-11-22,2020-10-21,99,10,10,10,10,10,10,STR-OPLI-20-000031,f,1,1,0,0,2.64
25946713,Entire home/apt,4,1,,2,$95.00 ,3,40,2,3,1125,1125,3,1125,,t,10,37,42,42,2020-10-25,131,38,5,2018-07-10,2020-10-08,96,10,9,9,10,10,10,STR-OPLI-19-001663,t,1,1,0,0,4.68
25947717,Private room,2,1.5,1,1,$109.00 ,2,30,2,2,1125,1125,2,1125,,t,17,17,40,220,2020-10-25,60,20,0,2018-06-24,2020-09-20,99,10,10,10,10,10,10,604491700,f,1,0,1,0,2.11
25950747,Entire home/apt,2,1,1,2,$95.00 ,3,180,3,3,180,180,3,180,,t,0,0,0,50,2020-10-25,71,10,0,2018-06-21,2020-08-31,99,10,10,10,10,10,10,STR-OPLI-19-000463,f,2,2,0,0,2.48
25966547,Private room,2,1,1,1,$49.00 ,1,1125,1,1,1125,1125,1,1125,,t,0,0,22,22,2020-10-25,95,11,0,2018-06-27,2020-03-09,96,10,10,10,10,10,10,STR-OPLI-19-001084,t,2,0,2,0,3.35
26014732,Entire home/apt,6,1,2,4,$149.00 ,2,1125,2,2,1125,1125,2,1125,,t,28,56,86,95,2020-10-25,11,2,1,2018-08-05,2020-10-13,98,10,10,10,10,10,9,STR-OPLI-19-002999,f,1,1,0,0,0.41
26058456,Private room,2,1.5,1,1,$40.00 ,3,60,3,3,60,60,3,60,,t,0,0,0,53,2020-10-25,14,2,0,2019-02-28,2020-05-09,100,10,10,10,10,9,10,STR-OPLI-19-001198,f,2,1,1,0,0.69
26065165,Entire home/apt,5,2,3,3,$499.00 ,3,6,3,5,1125,1125,3.2,1125,,t,29,53,63,63,2020-10-25,35,12,1,2018-07-29,2020-10-05,99,10,10,10,10,10,10,19-000183,f,1,1,0,0,1.28
26074454,Entire home/apt,4,1,,2,$81.00 ,2,60,2,2,1125,1125,2,1125,,t,23,53,82,82,2020-10-25,107,32,0,2018-07-04,2020-09-18,98,10,10,10,10,10,10,STR-OPLI-19-001240,t,10,10,0,0,3.8
26079124,Entire home/apt,4,1,1,2,$77.00 ,1,1123,1,2,1123,1123,1,1123,,t,6,28,54,329,2020-10-25,62,28,3,2018-12-31,2020-10-06,89,9,9,10,10,10,9,STR-OPLI-19-002827,t,4,4,0,0,2.8
26082877,Private room,2,1,1,1,$40.00 ,1,5,1,2,1125,1125,1.6,1125,,t,0,0,10,67,2020-10-25,82,15,0,2018-06-27,2020-03-09,100,10,10,10,10,10,10,STR-OPLI-19-000030,f,1,0,1,0,2.89
26086989,Entire home/apt,2,1,1,1,$156.00 ,2,28,2,2,1125,1125,2,1125,,t,0,23,31,31,2020-10-25,54,3,0,2018-06-29,2020-02-13,99,10,10,10,10,10,10,19-000284,t,1,1,0,0,1.91
26087976,Entire home/apt,8,2,4,5,$300.00 ,2,1125,2,2,1125,1125,2,1125,,t,15,45,75,205,2020-10-25,0,0,0,,,,,,,,,,STR-OPLI-19-003366,f,4,4,0,0,
26104544,Entire home/apt,10,3.5,5,6,$779.00 ,30,1125,30,30,1125,1125,30,1125,,t,28,58,88,363,2020-10-25,4,0,0,2018-07-22,2019-08-13,100,10,10,10,10,10,10,,t,1,1,0,0,0.15
26131463,Entire home/apt,4,1,2,3,$81.00 ,2,60,2,3,42,1125,2.1,980.6,,t,16,39,69,159,2020-10-25,19,14,3,2018-11-16,2020-10-19,98,10,10,10,10,10,9,STR-OPLI-19-001612,f,1,1,0,0,0.8
26132206,Entire home/apt,4,1,,2,$86.00 ,30,1125,30,30,1125,1125,30,1125,,t,25,55,85,359,2020-10-25,109,11,0,2018-06-30,2020-09-09,93,10,10,10,10,10,9,,t,4,4,0,0,3.85
26134331,Entire home/apt,6,2.5,2,3,$275.00 ,30,35,30,30,35,35,30,35,,t,0,0,0,54,2020-10-25,2,0,0,2018-08-07,2019-07-06,,,,,,,,,f,1,1,0,0,0.07
26138712,Entire home/apt,3,1,1,1,$129.00 ,3,40,3,3,1125,1125,3,1125,,t,0,0,0,52,2020-10-25,77,12,0,2018-07-04,2020-07-01,99,10,10,10,10,10,10,STR-OPLI-19-000327,f,2,1,1,0,2.73
26140069,Entire home/apt,3,1,1,2,$113.00 ,30,365,30,30,365,365,30,365,,t,0,0,0,97,2020-10-25,3,0,0,2018-07-13,2018-10-07,73,7,7,9,9,9,7,,f,1,1,0,0,0.11
26143461,Entire home/apt,5,1.5,2,3,$132.00 ,1,1125,1,2,1125,1125,1,1125,,t,5,25,48,133,2020-10-25,207,68,7,2018-07-02,2020-10-21,96,10,10,10,10,10,10,STR-OPLI-19-002843,f,1,1,0,0,7.33
26165812,Entire home/apt,10,2,4,4,$199.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,13,13,13,2020-10-25,62,26,2,2018-08-03,2020-10-02,96,10,9,10,10,10,9,STR-OPLI-19-002515,f,1,1,0,0,2.28
26167317,Entire home/apt,2,1,,1,$85.00 ,1,1125,1,2,1125,1125,1,1125,,t,8,26,36,36,2020-10-25,131,62,2,2018-08-22,2020-10-10,91,9,9,9,9,10,9,STR-OPLI-19-001620,t,2,2,0,0,4.94
26207740,Entire home/apt,3,1,1,1,$77.00 ,1,45,1,2,1125,1125,1,1125,,t,20,44,74,349,2020-10-25,118,34,1,2018-06-24,2020-10-18,88,9,9,9,10,9,9,STR-OPLI-19-002639,f,4,2,2,0,4.14
26230157,Entire home/apt,4,2,2,8,$200.00 ,2,180,2,2,180,180,2,180,,t,2,32,62,337,2020-10-25,29,12,0,2018-09-23,2020-09-20,98,10,10,10,10,10,10,19-000185,t,1,1,0,0,1.14
26232189,Entire home/apt,6,1,3,3,$155.00 ,1,1125,1,2,1125,1125,1,1125,,t,0,0,0,53,2020-10-25,74,11,0,2018-07-08,2020-02-17,97,10,10,10,10,10,10,STR-OPLI-19-002592,t,1,1,0,0,2.64
26233908,Entire home/apt,2,1,,1,$56.00 ,30,1125,30,30,1125,1125,30,1125,,t,22,52,82,357,2020-10-25,59,13,0,2018-06-28,2020-04-14,92,9,10,10,10,10,9,,t,4,4,0,0,2.08
26265165,Entire home/apt,6,1,3,4,$125.00 ,7,60,7,7,1125,1125,7,1125,,t,1,31,41,41,2020-10-25,0,0,0,,,,,,,,,,604590880,f,1,1,0,0,
26279366,Entire home/apt,6,2,3,3,$169.00 ,3,14,3,3,14,14,3,14,,t,3,3,3,3,2020-10-25,67,24,1,2018-07-21,2020-10-08,97,10,9,10,10,10,10,STR-OPLI-19-002656,f,1,1,0,0,2.43
26279644,Entire home/apt,4,1,1,1,$120.00 ,3,30,3,3,30,30,3,30,,t,0,23,53,142,2020-10-25,10,3,0,2019-07-21,2020-03-12,100,10,10,10,10,10,9,str-opli-19-001307,f,1,1,0,0,0.65
26303627,Entire home/apt,4,1,2,2,$180.00 ,2,180,2,2,1125,1125,2,1125,,t,23,53,83,358,2020-10-25,32,7,1,2018-07-14,2020-10-16,100,10,10,10,10,10,10,STR-OPLI-19-003064,f,1,1,0,0,1.15
